NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_get_related,RES_TIME_get_address,RES_TIME_get_orders,RES_TIME_get_cart,RES_TIME_add_item_to_cart,RES_TIME_get_catalogue2,RES_TIME_get_tags,RES_TIME_get_card,RES_TIME_login,RES_TIME_get_item,RES_TIME_get_customer,RES_TIME_get_catalogue1,RES_TIME_get_catalogue3,CPU_get_related,CPU_get_address,CPU_get_orders,CPU_get_cart,CPU_add_item_to_cart,CPU_get_catalogue2,CPU_get_tags,CPU_get_card,CPU_login,CPU_get_item,CPU_get_customer,CPU_get_catalogue1,CPU_get_catalogue3,MEM_get_related,MEM_get_address,MEM_get_orders,MEM_get_cart,MEM_add_item_to_cart,MEM_get_catalogue2,MEM_get_tags,MEM_get_card,MEM_login,MEM_get_item,MEM_get_customer,MEM_get_catalogue1,MEM_get_catalogue3
1,1,0,0,10,48.11684773376328,0.0,0.0,48.49768524369816,0.0,47.15375661641398,45.66285731489188,0.0,0.0,46.70831129042199,47.51980749109256,3.971930232607216,4.306228068162454,2.511111111111111,1.4388888888888889,1.0,3.1944444444444446,3.1944444444444446,2.511111111111111,2.511111111111111,1.4388888888888889,1.4388888888888889,2.511111111111111,1.4388888888888889,2.511111111111111,2.511111111111111,7.0,9.0,331.0,326.0,326.0,7.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0
1,1,0,0,10,47.78018502377866,0.0,0.0,48.27430304461208,0.0,46.95522638285183,45.67269666780097,0.0,0.0,46.92005894952066,47.28292521613184,3.925694191760461,4.200301017651024,2.2666666666666666,1.6333333333333333,1.0,3.2666666666666666,3.2666666666666666,2.2666666666666666,2.2666666666666666,1.6333333333333333,1.6333333333333333,2.2666666666666666,1.6333333333333333,2.2666666666666666,2.2666666666666666,7.0,7.366666666666666,331.0,326.0,326.0,7.0,7.0,7.366666666666666,7.366666666666666,7.0,7.366666666666666,7.0,7.0
1,1,0,0,10,47.94646946404192,0.0,0.0,48.52008862004974,0.0,47.11056179027461,45.653779924759874,0.0,0.0,46.93957658406968,48.00626662460369,3.968510645669691,4.202782966846523,2.1666666666666665,1.5833333333333333,1.0,3.488888888888889,3.488888888888889,2.1666666666666665,2.1666666666666665,1.5833333333333333,1.5833333333333333,2.1666666666666665,1.5833333333333333,2.1666666666666665,2.1666666666666665,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,1,0,0,10,48.18094164786563,0.0,0.0,48.52373174182431,0.0,47.0507195823302,45.44668736804548,0.0,0.0,46.882679566624574,47.83304114547112,4.074741845761309,4.271960199063567,2.2944444444444443,1.488888888888889,1.0,3.2944444444444443,3.2944444444444443,2.2944444444444443,2.2944444444444443,1.488888888888889,1.488888888888889,2.2944444444444443,1.488888888888889,2.2944444444444443,2.2944444444444443,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,1,0,0,10,48.00279708360904,0.0,0.0,48.35523899819236,0.0,46.84429220627256,45.22874159932447,0.0,0.0,46.840863767041206,47.7611916748477,3.902413553320609,4.293812773054621,2.3944444444444444,1.538888888888889,1.0,3.3944444444444444,3.3944444444444444,2.3944444444444444,2.3944444444444444,1.538888888888889,1.538888888888889,2.3944444444444444,1.538888888888889,2.3944444444444444,2.3944444444444444,7.0,7.683333333333334,331.0,326.0,326.0,7.0,7.0,7.683333333333334,7.683333333333334,7.0,7.683333333333334,7.0,7.0
1,0,1,0,1,0.0,0.0,48.70434288637405,47.6201798589296,0.0,0.0,0.0,0.0,51.82779828029391,47.928814287863794,48.80902268938701,4.0805672566626905,0.0,1.6222222222222222,1.6222222222222222,4.183333333333334,6.344444444444444,6.344444444444444,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,6.0,6.0,318.0,318.6222222222222,318.6222222222222,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,1,0,1,0.0,0.0,47.76121749625616,47.7396966884359,0.0,0.0,0.0,0.0,51.54682419548148,47.995854007564105,48.64963655302635,4.032878763141492,0.0,1.5055555555555555,1.5055555555555555,4.15,5.416666666666667,5.416666666666667,1.5055555555555555,1.5055555555555555,1.5055555555555555,1.5055555555555555,1.5055555555555555,1.5055555555555555,1.5055555555555555,1.5055555555555555,6.0,6.0,320.0,320.0,320.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,1,0,1,0.0,0.0,47.7227246666933,47.70562001260342,0.0,0.0,0.0,0.0,51.63075253786894,47.85724159095976,48.68923893936329,4.050334143364623,0.0,1.772222222222222,1.772222222222222,5.444444444444445,3.911111111111111,3.911111111111111,1.772222222222222,1.772222222222222,1.772222222222222,1.772222222222222,1.772222222222222,1.772222222222222,1.772222222222222,1.772222222222222,6.0,6.0,319.4555555555556,319.1388888888889,319.1388888888889,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,1,0,1,0.0,0.0,48.61907028784475,47.65855032827068,0.0,0.0,0.0,0.0,51.4461600227371,48.01632067419908,49.04193363634504,4.068979609824607,0.0,1.6722222222222225,1.6722222222222225,4.927777777777778,4.333333333333333,4.333333333333333,1.6722222222222225,1.6722222222222225,1.6722222222222225,1.6722222222222225,1.6722222222222225,1.6722222222222225,1.6722222222222225,1.6722222222222225,6.0,6.0,318.6722222222222,319.0,319.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,1,0,1,0.0,0.0,47.77882102272005,47.61010212565114,0.0,0.0,0.0,0.0,51.73707702252251,47.626910590906846,48.54817682572006,4.1044080751858125,0.0,1.7222222222222223,1.7222222222222223,4.255555555555556,4.8,4.8,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,6.0,6.0,319.0,319.0,319.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,1,0,5,0.0,0.0,47.056697120503735,47.92930164363828,0.0,0.0,0.0,0.0,52.97096974181565,47.97945950011842,48.66345418960202,4.070915624789919,0.0,1.6277777777777778,1.6277777777777778,2.5722222222222224,3.883333333333333,3.883333333333333,1.6277777777777778,1.6277777777777778,1.6277777777777778,1.6277777777777778,1.6277777777777778,1.6277777777777778,1.6277777777777778,1.6277777777777778,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,1,0,5,0.0,0.0,47.23517514503328,48.0235143960924,0.0,0.0,0.0,0.0,52.77951840914532,47.869225583285285,48.687545485529085,4.077151674926316,0.0,1.511111111111111,1.511111111111111,2.1444444444444444,3.85,3.85,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,1.511111111111111,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,1,0,5,0.0,0.0,46.90161256924815,48.13846699739724,0.0,0.0,0.0,0.0,53.01623759860928,47.87909149198447,48.74277646906028,4.127676451058836,0.0,1.7777777777777777,1.7777777777777777,2.094444444444445,3.7,3.7,1.7777777777777777,1.7777777777777777,1.7777777777777777,1.7777777777777777,1.7777777777777777,1.7777777777777777,1.7777777777777777,1.7777777777777777,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,1,0,5,0.0,0.0,47.09535018077021,48.12426160641174,0.0,0.0,0.0,0.0,53.0818490002606,47.997107265308095,48.61773734768521,4.041828237942272,0.0,1.6777777777777778,1.6777777777777778,2.311111111111111,3.672222222222222,3.672222222222222,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,1,0,5,0.0,0.0,46.82953709054731,48.285641464911286,0.0,0.0,0.0,0.0,53.18484824227088,47.65111230319069,49.23799180334864,4.024761052884666,0.0,1.727777777777778,1.727777777777778,2.0444444444444443,3.8666666666666663,3.8666666666666663,1.727777777777778,1.727777777777778,1.727777777777778,1.727777777777778,1.727777777777778,1.727777777777778,1.727777777777778,1.727777777777778,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,1,0,10,0.0,0.0,46.7202051211533,48.553014631607134,0.0,0.0,0.0,0.0,53.80771431571868,48.29988604416774,48.5783090145119,4.035608782887169,0.0,1.6111111111111112,1.6111111111111112,2.5388888888888888,3.8333333333333335,3.8333333333333335,1.6111111111111112,1.6111111111111112,1.6111111111111112,1.6111111111111112,1.6111111111111112,1.6111111111111112,1.6111111111111112,1.6111111111111112,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,1,0,10,0.0,0.0,46.97191903753926,48.50861250246214,0.0,0.0,0.0,0.0,53.34120715821028,47.94533204491899,48.56065790006665,4.164292385680848,0.0,1.4944444444444445,1.8111111111111111,1.988888888888889,3.8,3.8,1.4944444444444445,1.4944444444444445,1.8111111111111111,1.8111111111111111,1.4944444444444445,1.8111111111111111,1.4944444444444445,1.4944444444444445,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,1,0,10,0.0,0.0,47.08176903835864,48.65626103194452,0.0,0.0,0.0,0.0,53.39848412272245,47.78909596864127,48.79204356676024,4.0977447237255,0.0,1.761111111111111,1.761111111111111,2.205555555555556,3.966666666666667,3.966666666666667,1.761111111111111,1.761111111111111,1.761111111111111,1.761111111111111,1.761111111111111,1.761111111111111,1.761111111111111,1.761111111111111,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,1,0,10,0.0,0.0,46.87137540167896,48.80097854663171,0.0,0.0,0.0,0.0,53.61158958354887,47.84085230428239,48.519085204602696,4.0709354161112,0.0,1.6611111111111112,1.6611111111111112,2.3222222222222224,3.955555555555556,3.955555555555556,1.6611111111111112,1.6611111111111112,1.6611111111111112,1.6611111111111112,1.6611111111111112,1.6611111111111112,1.6611111111111112,1.6611111111111112,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,1,0,10,0.0,0.0,47.00129731910155,48.60940185115929,0.0,0.0,0.0,0.0,53.227147554438986,47.72253990306512,48.71038664449853,4.080211046102429,0.0,1.711111111111111,1.711111111111111,2.105555555555556,3.816666666666667,3.816666666666667,1.711111111111111,1.711111111111111,1.711111111111111,1.711111111111111,1.711111111111111,1.711111111111111,1.711111111111111,1.711111111111111,7.0,7.0777777777777775,331.0,326.0,326.0,7.0,7.0,7.0777777777777775,7.0777777777777775,7.0,7.0777777777777775,7.0,7.0
1,0,0,1,1,48.65065027395335,48.3898700959076,65.559313232881,49.88648466361423,18.569784205488784,46.327739479506384,45.27481630142799,48.75201115067297,53.04147620541723,47.21293356162701,48.41477579725693,4.116877184909043,4.329172821929218,3.083333333333333,2.388888888888889,25.20555555555556,32.5,32.5,3.083333333333333,3.083333333333333,2.388888888888889,2.388888888888889,3.083333333333333,2.388888888888889,3.083333333333333,3.083333333333333,5.0,5.061111111111111,311.45,316.4111111111111,316.4111111111111,5.0,5.0,5.061111111111111,5.061111111111111,5.0,5.061111111111111,5.0,5.0
1,0,0,1,1,48.164085913334326,48.65925871986595,48.163201733356495,48.00405273038686,8.986102786705791,46.64861531999728,46.23070610665309,48.460739586674514,51.62507084001845,47.035583925321895,48.55763681065582,4.145551906667606,4.219999439919775,3.05,2.4722222222222223,4.688888888888889,7.533333333333333,7.533333333333333,3.05,3.05,2.4722222222222223,2.4722222222222223,3.05,2.4722222222222223,3.05,3.05,6.0,6.0,317.5777777777778,318.0,318.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,0,1,1,48.343429240018544,48.39274977028843,48.858206087854,48.93362497920523,9.649557719991812,46.97867680002673,45.76122401334336,48.760217824319376,53.05384419994274,47.14475903497553,48.61692715819261,4.108720257519421,4.3476018000365,2.9,2.3722222222222222,5.061111111111111,16.25,16.25,2.9,2.9,2.3722222222222222,2.3722222222222222,2.9,2.3722222222222222,2.9,2.9,6.0,6.0,316.52777777777777,318.84444444444443,318.84444444444443,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,0,1,1,48.68270321475204,48.08979174316158,49.76237600000197,48.81718956034534,9.698446026717042,46.93246606670679,46.01038982670919,48.8645083648309,53.41126329332232,47.25461182797566,48.60871942203689,4.18883269231327,4.311055613349406,2.9166666666666665,2.488888888888889,9.0,14.894444444444444,14.894444444444444,2.9166666666666665,2.9166666666666665,2.488888888888889,2.488888888888889,2.9166666666666665,2.488888888888889,2.9166666666666665,2.9166666666666665,5.427777777777778,6.0,313.5388888888889,316.85555555555555,316.85555555555555,5.427777777777778,5.427777777777778,6.0,6.0,5.427777777777778,6.0,5.427777777777778,5.427777777777778
1,0,0,1,1,48.210289899992254,47.95273409332973,49.12918981206885,48.53586956233982,9.380199573327747,46.856515266675466,45.54926675995375,48.51813476005191,52.32725327998196,47.09941441173856,48.75772287165763,4.148284719982864,4.334583786730946,3.066666666666667,2.272222222222222,5.505555555555556,14.227777777777778,14.227777777777778,3.066666666666667,3.066666666666667,2.272222222222222,2.272222222222222,3.066666666666667,2.272222222222222,3.066666666666667,3.066666666666667,6.0,6.0,315.1611111111111,317.68333333333334,317.68333333333334,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1,0,0,1,5,48.703310393029824,48.42481174700273,47.98369724613925,48.08700197954076,11.387183851911686,46.82611408041945,45.76845421261775,48.78962268063333,53.06534001370892,47.4300919121985,48.48575833090581,4.031483530076609,4.171965838759206,3.1,2.4,2.7,4.566666666666666,4.566666666666666,3.1,3.1,2.4,2.4,3.1,2.4,3.1,3.1,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,0,1,5,48.41506992020489,48.15040816009665,47.83605353984361,48.34066572584022,11.44119117447796,46.94571951966888,45.46754173294176,48.40182635991368,52.90177815943025,47.41576213875529,48.369815303594805,4.155203186868069,4.180302387297464,3.066666666666667,2.4833333333333334,2.4833333333333334,5.233333333333333,5.233333333333333,3.066666666666667,3.066666666666667,2.4833333333333334,2.4833333333333334,3.066666666666667,2.4833333333333334,3.066666666666667,3.066666666666667,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,0,1,5,48.36188163346378,48.50113474666917,47.9590487910271,48.2419612578029,11.427797666789653,47.06175302659782,45.66631767976408,48.32991014661578,52.83880198704234,47.52053056415114,48.45881636934149,4.072369433803639,4.314805838512257,2.9166666666666665,2.3833333333333333,2.3833333333333333,4.766666666666667,4.766666666666667,2.9166666666666665,2.9166666666666665,2.3833333333333333,2.3833333333333333,2.9166666666666665,2.3833333333333333,2.9166666666666665,2.9166666666666665,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,0,1,5,47.94165206626834,48.03206474694889,47.89135788033794,48.14931939133977,12.022312306022892,46.97328276039722,45.96883722697385,48.72929588096061,53.34008681393849,47.07571231812378,48.500863514256345,4.146508653454172,4.2003250803099945,2.933333333333333,2.5,2.433333333333333,5.316666666666666,5.316666666666666,2.933333333333333,2.933333333333333,2.5,2.5,2.933333333333333,2.5,2.933333333333333,2.933333333333333,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,0,1,5,48.47168621936968,48.20123072092732,47.837075966332726,48.190415575108666,11.536485280569954,47.048215532753,45.39753188068668,48.61990077285251,53.23343814680508,47.28387537718792,48.45811854671532,4.146559443615843,4.2935988124615205,3.083333333333333,2.283333333333333,2.283333333333333,5.366666666666666,5.366666666666666,3.083333333333333,3.083333333333333,2.283333333333333,2.283333333333333,3.083333333333333,2.283333333333333,3.083333333333333,3.083333333333333,7.0,7.0,331.0,326.0,326.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,0,0,1,10,48.48471162549686,48.398095763210826,47.98050049981071,48.531752705630346,13.92542731987002,46.843696133000776,45.70035281086651,48.168628320175536,53.255938721898325,46.90604492736077,48.60864573242056,4.059602726774756,4.5505168149247766,3.05,2.3666666666666667,2.3666666666666667,5.416666666666667,5.416666666666667,3.05,3.05,2.3666666666666667,2.3666666666666667,3.05,2.3666666666666667,3.05,3.05,7.0,7.366666666666666,331.0,326.0,326.0,7.0,7.0,7.366666666666666,7.366666666666666,7.0,7.366666666666666,7.0,7.0
1,0,0,1,10,48.45899070578709,48.4803509170888,47.82101558836026,48.57492998488568,14.095436266701048,47.0064961607568,46.21661513539342,48.49928409542347,53.40500301409824,47.244590162130585,48.50475221916648,4.149758771983096,4.428729746335496,3.011111111111111,2.4444444444444446,2.566666666666667,5.144444444444445,5.144444444444445,3.011111111111111,3.011111111111111,2.4444444444444446,2.4444444444444446,3.011111111111111,2.4444444444444446,3.011111111111111,3.011111111111111,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,0,1,10,48.730682354265205,48.40586248610634,47.96208967702508,48.59387494419891,13.993823600079244,46.60893667877341,45.557534960098565,48.85385837681226,53.33495086524636,47.22426489431484,48.39133748813687,4.064207408638721,4.261960758594796,2.8666666666666667,2.35,2.35,5.216666666666667,5.216666666666667,2.8666666666666667,2.8666666666666667,2.35,2.35,2.8666666666666667,2.35,2.8666666666666667,2.8666666666666667,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,0,1,10,48.63624649316383,47.96913771644688,47.82349253356507,48.60760918488888,14.137885292681554,47.022782173395775,45.436602239497006,48.7602543605802,53.302026425953954,47.04646098714444,48.67021085840498,4.074698322149692,4.425188840056459,2.8833333333333333,2.466666666666667,2.15,5.35,5.35,2.8833333333333333,2.8833333333333333,2.466666666666667,2.466666666666667,2.8833333333333333,2.466666666666667,2.8833333333333333,2.8833333333333333,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
1,0,0,1,10,48.565433408560544,48.10041097280683,47.94677223666489,48.47340231437903,14.001935184933243,47.00062089405643,46.70559582533315,48.898001933766125,53.79847021268992,47.083934825677325,48.52760389867618,4.068839943883661,4.467926319921389,3.033333333333333,2.566666666666667,2.466666666666667,5.283333333333333,5.283333333333333,3.033333333333333,3.033333333333333,2.566666666666667,2.566666666666667,3.033333333333333,2.566666666666667,3.033333333333333,3.033333333333333,7.0,8.0,331.0,326.0,326.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0
4,1,0,0,1,47.99656941572159,0.0,47.78247790075699,48.2532002483482,0.0,47.15255927450151,46.516341134410645,0.0,52.34074376336791,47.221446952830846,47.48485492307726,4.049634059413165,4.5273791792442095,6.35,2.966666666666667,3.4166666666666665,16.033333333333335,16.033333333333335,6.35,6.35,2.966666666666667,2.966666666666667,6.35,2.966666666666667,6.35,6.35,6.0,6.0,320.0,319.76666666666665,319.76666666666665,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4,1,0,0,1,47.72706627734281,0.0,48.07586919080934,47.6111225477448,0.0,46.94137420451358,46.03350538099392,0.0,51.23851356489912,47.173439764361824,47.709343408266015,4.068938526576759,4.358189607874341,6.366666666666666,2.933333333333333,3.5,8.866666666666667,8.866666666666667,6.366666666666666,6.366666666666666,2.933333333333333,2.933333333333333,6.366666666666666,2.933333333333333,6.366666666666666,6.366666666666666,6.0,6.0,320.75,320.56666666666666,320.56666666666666,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4,1,0,0,1,47.87868001120146,0.0,47.97945154961975,47.51663084693784,0.0,47.21526561626547,45.91908064988323,0.0,51.330171519049415,47.20281341395012,47.57423317870347,4.094083447859846,4.469054602246738,6.283333333333333,3.1,3.783333333333333,9.0,9.0,6.283333333333333,6.283333333333333,3.1,3.1,6.283333333333333,3.1,6.283333333333333,6.283333333333333,6.0,6.0,320.0,320.7,320.7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4,1,0,0,1,48.18014003660312,0.0,48.172179099255054,47.75422880286755,0.0,46.93154876468554,46.33512985994804,0.0,50.8452737404411,47.364979629106365,47.91562150769537,4.145130029682538,4.5843721988886434,6.433333333333334,3.1166666666666667,3.1166666666666667,12.083333333333334,12.083333333333334,6.433333333333334,6.433333333333334,3.1166666666666667,3.1166666666666667,6.433333333333334,3.1166666666666667,6.433333333333334,6.433333333333334,6.0,6.0,320.0,321.0833333333333,321.0833333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4,1,0,0,1,48.040274436633055,0.0,47.60711225955105,47.92595519736764,0.0,47.00924316247914,46.44142529972216,0.0,50.989129992398766,47.11675208624595,47.840957658782045,4.193491534294062,4.610572392162025,6.183333333333334,2.95,3.9,11.966666666666669,11.966666666666669,6.183333333333334,6.183333333333334,2.95,2.95,6.183333333333334,2.95,6.183333333333334,6.183333333333334,6.0,6.0,320.0,320.0,320.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
