NUSER,LOAD_0,LOAD_1,LOAD_2,SR,RES_TIME_get_item,RES_TIME_get_related,RES_TIME_get_orders,RES_TIME_get_card,RES_TIME_login,RES_TIME_get_catalogue1,RES_TIME_get_address,RES_TIME_get_catalogue2,RES_TIME_get_customer,RES_TIME_get_tags,RES_TIME_add_item_to_cart,RES_TIME_get_cart,RES_TIME_get_catalogue3,CPU_get_item,CPU_get_related,CPU_get_orders,CPU_get_card,CPU_login,CPU_get_catalogue1,CPU_get_address,CPU_get_catalogue2,CPU_get_customer,CPU_get_tags,CPU_add_item_to_cart,CPU_get_cart,CPU_get_catalogue3,MEM_get_item,MEM_get_related,MEM_get_orders,MEM_get_card,MEM_login,MEM_get_catalogue1,MEM_get_address,MEM_get_catalogue2,MEM_get_customer,MEM_get_tags,MEM_add_item_to_cart,MEM_get_cart,MEM_get_catalogue3
1,1,0,0,10,46.48264646699526,44.653184768396976,0.0,0.0,0.0,3.3570518813486743,0.0,46.769857918020605,44.814133700934,44.30160211476967,0.0,45.9983710905094,3.487075852315117,2.161111111111111,2.161111111111111,2.0,1.0,1.0,2.161111111111111,1.0,2.161111111111111,1.0,2.161111111111111,4.822222222222222,4.822222222222222,2.161111111111111,6.0,6.0,359.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,338.4277777777778,338.4277777777778,6.0
1,1,0,0,10,46.46948747937461,45.09816517378011,0.0,0.0,0.0,3.3144944465645687,0.0,46.82557167206007,44.83530327982299,44.639505925752914,0.0,46.001692683668686,3.496991138684384,2.2777777777777777,2.2777777777777777,2.0,1.0,1.0,2.2777777777777777,1.0,2.2777777777777777,1.0,2.2777777777777777,8.105555555555556,8.105555555555556,2.2777777777777777,6.0,6.0,359.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,338.0,338.0,6.0
1,1,0,0,10,46.711005843117015,45.34434550417749,0.0,0.0,0.0,3.29800995488527,0.0,46.54565542987557,44.92238268213735,44.57521664435939,0.0,46.75397157426375,3.549802801470765,2.333333333333333,2.333333333333333,2.0,1.0,1.0,2.333333333333333,1.0,2.333333333333333,1.0,2.333333333333333,7.955555555555556,7.955555555555556,2.333333333333333,5.511111111111111,5.511111111111111,359.0,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,5.511111111111111,335.1555555555556,335.1555555555556,5.511111111111111
1,1,0,0,10,46.72028893466751,45.05920239682367,0.0,0.0,0.0,3.327897688711241,0.0,46.64841624611147,44.63326439720537,44.43422048327611,0.0,46.14445161475532,3.499941458984289,2.1777777777777776,2.1777777777777776,2.0,1.0,1.0,2.1777777777777776,1.0,2.1777777777777776,1.0,2.1777777777777776,6.733333333333333,6.733333333333333,2.1777777777777776,6.0,6.0,359.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,337.27777777777777,337.27777777777777,6.0
1,0,1,0,1,45.32152013528784,0.0,52.1333474586337,0.0,49.7485986841885,3.470717605243162,0.0,0.0,45.97373806022813,0.0,0.0,47.38096568677489,0.0,1.6944444444444444,1.6944444444444444,11.122222222222222,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,1.6944444444444444,9.0,9.0,1.6944444444444444,6.0,6.0,355.3833333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,367.69444444444446,367.69444444444446,6.0
1,0,1,0,1,45.25314228354926,0.0,47.14129414179609,0.0,49.33198092538675,3.4334839627588924,0.0,0.0,45.83936510433846,0.0,0.0,46.69996816172178,0.0,1.6777777777777778,1.6777777777777778,5.016666666666667,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,1.6777777777777778,7.788888888888889,7.788888888888889,1.6777777777777778,6.0,6.0,352.3833333333333,7.0,7.0,6.0,7.0,6.0,7.0,6.0,370.73333333333335,370.73333333333335,6.0
1,0,1,0,1,45.079320285682,0.0,47.13240435071995,0.0,50.228554074645,3.3830483059264496,0.0,0.0,45.647050774400974,0.0,0.0,47.02348558356859,0.0,1.6055555555555556,1.6055555555555556,4.144444444444445,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,1.6055555555555556,5.961111111111111,5.961111111111111,1.6055555555555556,6.0,6.0,352.68888888888887,7.0,7.0,6.0,7.0,6.0,7.0,6.0,369.31111111111113,369.31111111111113,6.0
1,0,1,0,1,45.07503854483051,0.0,47.06101396269373,0.0,50.51780460445428,3.354460914151651,0.0,0.0,45.89761536560367,0.0,0.0,46.74009277117314,0.0,1.4555555555555555,1.4555555555555555,6.605555555555555,1.7666666666666666,1.7666666666666666,1.4555555555555555,1.7666666666666666,1.4555555555555555,1.7666666666666666,1.4555555555555555,8.422222222222222,8.422222222222222,1.4555555555555555,6.0,6.0,352.15,6.0,6.0,6.0,6.0,6.0,6.0,6.0,368.4555555555556,368.4555555555556,6.0
1,0,1,0,1,45.02930677608674,0.0,46.79840758210537,0.0,49.25159650746768,3.462884436573146,0.0,0.0,45.70901460447746,0.0,0.0,46.82584501242401,0.0,1.5333333333333334,1.5333333333333334,4.222222222222222,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,7.022222222222222,7.022222222222222,1.5333333333333334,6.0,6.0,353.0,6.222222222222222,6.222222222222222,6.0,6.222222222222222,6.0,6.222222222222222,6.0,369.0,369.0,6.0
1,0,1,0,5,48.45026117556755,0.0,49.330356371208175,0.0,52.56420855302181,4.813357492433955,0.0,0.0,48.38516209925548,0.0,0.0,48.768870967081895,0.0,1.6,1.6,5.888888888888889,1.6,1.6,1.6,1.6,1.6,1.6,1.6,10.688888888888888,10.688888888888888,1.6,6.0,6.0,361.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,358.2944444444444,358.2944444444444,6.0
1,0,1,0,5,48.5213697328243,0.0,50.5993240992232,0.0,53.20760434351333,4.895593114493916,0.0,0.0,48.38796913740058,0.0,0.0,49.0216424300146,0.0,1.805555555555556,1.805555555555556,5.616666666666666,2.105555555555556,2.105555555555556,1.805555555555556,2.105555555555556,1.805555555555556,2.105555555555556,1.805555555555556,7.45,7.45,1.805555555555556,6.0,6.0,360.49444444444447,7.0,7.0,6.0,7.0,6.0,7.0,6.0,355.7,355.7,6.0
1,0,1,0,5,48.45284113741421,0.0,50.81452525189694,0.0,54.16097527477663,4.831645999995075,0.0,0.0,48.41853623664079,0.0,0.0,48.26442746565608,0.0,1.6222222222222222,1.6222222222222222,8.433333333333334,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,1.6222222222222222,9.083333333333334,9.083333333333334,1.6222222222222222,6.0,6.0,357.6388888888889,6.016666666666667,6.016666666666667,6.0,6.016666666666667,6.0,6.016666666666667,6.0,355.3222222222222,355.3222222222222,6.0
1,0,1,0,5,48.25081632825389,0.0,50.43033033589798,0.0,52.8881050992288,4.871743844107719,0.0,0.0,48.46358507631716,0.0,0.0,48.973525672612006,0.0,1.7166666666666666,1.7166666666666666,5.866666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,1.7166666666666666,7.877777777777778,7.877777777777778,1.7166666666666666,6.0,6.0,359.8277777777778,7.0,7.0,6.0,7.0,6.0,7.0,6.0,355.7,355.7,6.0
1,0,1,0,10,45.30232684968846,0.0,51.50766858615067,0.0,49.857086969591606,3.528637977739747,0.0,0.0,45.97204722589034,0.0,0.0,46.85248103992661,0.0,1.5,1.5,12.411111111111111,1.5,1.5,1.5,1.5,1.5,1.5,1.5,9.922222222222222,9.922222222222222,1.5,6.0,6.0,357.68888888888887,6.0,6.0,6.0,6.0,6.0,6.0,6.0,339.18888888888887,339.18888888888887,6.0
1,0,1,0,10,44.84419060485271,0.0,47.08896403680052,0.0,49.00425431284265,3.435445436425924,0.0,0.0,45.1646443358023,0.0,0.0,46.38968210455102,0.0,1.4833333333333334,1.4833333333333334,4.783333333333333,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,1.4833333333333334,7.344444444444444,7.344444444444444,1.4833333333333334,6.0,6.0,358.1777777777778,6.0,6.0,6.0,6.0,6.0,6.0,6.0,341.51666666666665,341.51666666666665,6.0
1,0,1,0,10,44.74653428411303,0.0,47.11679762704758,0.0,49.63099978334894,3.3807533587035445,0.0,0.0,45.41243299297378,0.0,0.0,46.86695501192812,0.0,1.7222222222222223,1.7222222222222223,4.272222222222222,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,1.7222222222222223,7.283333333333333,7.283333333333333,1.7222222222222223,6.0,6.0,357.3833333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,340.8277777777778,340.8277777777778,6.0
1,0,1,0,10,44.82531010466688,0.0,47.14044396987718,0.0,49.30633564159073,3.372309179389076,0.0,0.0,45.46929908952843,0.0,0.0,46.3303842215694,0.0,1.5722222222222222,1.5722222222222222,6.133333333333334,1.5722222222222222,1.5722222222222222,1.5722222222222222,1.5722222222222222,1.5722222222222222,1.5722222222222222,1.5722222222222222,6.933333333333334,6.933333333333334,1.5722222222222222,6.0,6.0,357.7333333333333,6.0,6.0,6.0,6.0,6.0,6.0,6.0,339.1166666666667,339.1166666666667,6.0
1,0,1,0,10,44.76542578359202,0.0,46.99890576131423,0.0,48.74902804468588,3.438717832027782,0.0,0.0,45.52288102221705,0.0,0.0,46.54828336058936,0.0,1.6444444444444444,1.6444444444444444,4.272222222222222,1.6444444444444444,1.6444444444444444,1.6444444444444444,1.6444444444444444,1.6444444444444444,1.6444444444444444,1.6444444444444444,7.711111111111111,7.711111111111111,1.6444444444444444,6.0,6.0,357.3388888888889,6.0,6.0,6.0,6.0,6.0,6.0,6.0,339.3388888888889,339.3388888888889,6.0
1,0,0,1,1,45.27700687625072,45.59439956573155,47.90065780920677,45.96633271060119,49.87017763651002,3.512743107498582,45.56974072377335,46.90342182907683,45.54916919213084,44.69108492094165,15.109268355421303,47.5066270130875,3.6057400920741967,2.5,2.5,4.977777777777778,2.188888888888889,2.188888888888889,2.5,2.188888888888889,2.5,2.188888888888889,2.5,19.788888888888888,19.788888888888888,2.5,6.0,6.0,352.7,7.0,7.0,6.0,7.0,6.0,7.0,6.0,372.0,372.0,6.0
1,0,0,1,1,45.33011284153648,45.75229859081257,47.68527205843301,45.93343749351712,49.23317923382822,3.5757265715104736,45.15080264933534,46.78523042859123,45.51231791684385,44.58492481828287,7.3351625583849716,46.53188224532022,3.7430073506430896,2.466666666666667,2.466666666666667,3.7,2.161111111111111,2.161111111111111,2.466666666666667,2.161111111111111,2.466666666666667,2.161111111111111,2.466666666666667,6.888888888888889,6.888888888888889,2.466666666666667,7.0,7.0,355.1166666666667,7.0,7.0,7.0,7.0,7.0,7.0,7.0,373.53333333333336,373.53333333333336,7.0
1,0,0,1,1,45.30902086875945,45.611891999992864,48.03335203941491,45.952724868416944,49.60957727272724,3.523482944628314,45.10612538148818,46.977762610261486,45.52106661001896,44.53569580512628,11.552326118410411,47.14653895501443,3.7580240130102847,2.3222222222222224,2.3222222222222224,4.022222222222222,2.3222222222222224,2.3222222222222224,2.3222222222222224,2.3222222222222224,2.3222222222222224,2.3222222222222224,2.3222222222222224,7.9222222222222225,7.9222222222222225,2.3222222222222224,6.661111111111111,6.661111111111111,354.0444444444444,7.0,7.0,6.661111111111111,7.0,6.661111111111111,7.0,6.661111111111111,374.3833333333333,374.3833333333333,6.661111111111111
1,0,0,1,1,45.44928481676958,45.46281121565104,47.89968480268296,45.83155072369711,48.84490816868209,3.514047967427528,45.62854926323206,46.974259688346585,45.70893361879557,44.94562323381686,7.690908974010116,46.93638905662656,3.702301116875304,2.338888888888889,2.338888888888889,4.477777777777778,2.338888888888889,2.338888888888889,2.338888888888889,2.338888888888889,2.338888888888889,2.338888888888889,2.338888888888889,9.0,9.0,2.338888888888889,6.0,6.0,353.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,373.30555555555554,373.30555555555554,6.0
1,0,0,1,1,45.45605196626521,44.95728348700306,47.81837832471464,46.11213081835712,48.89235764943356,3.50522148380753,45.14064879216463,46.637207701265154,45.83673713254525,44.80705811674144,7.29648851958771,46.54112150503042,3.5638525582785348,2.4944444444444445,2.4944444444444445,4.405555555555556,2.188888888888889,2.188888888888889,2.4944444444444445,2.188888888888889,2.4944444444444445,2.188888888888889,2.4944444444444445,6.416666666666667,6.416666666666667,2.4944444444444445,6.0,6.0,353.27777777777777,7.0,7.0,6.0,7.0,6.0,7.0,6.0,375.0,375.0,6.0
1,0,0,1,5,47.452814778380095,48.50743720946927,49.11444974323491,48.49532616210765,53.649163266648735,4.880098725769976,48.20251310807303,46.63734669332674,48.465955937833336,47.46277182668564,10.33451491888922,48.455558630799885,4.822114866704699,3.761111111111111,3.761111111111111,5.233333333333333,2.9944444444444445,2.9944444444444445,3.761111111111111,2.9944444444444445,3.761111111111111,2.9944444444444445,3.761111111111111,10.055555555555555,10.055555555555555,3.761111111111111,7.0,7.0,364.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,360.5388888888889,360.5388888888889,7.0
1,0,0,1,5,47.576721518925225,48.50938002700664,49.51258059462496,48.75824924316918,52.83808562166627,4.974149432443384,48.60211564872205,46.37650368926729,48.40765292974047,47.33048337837661,10.462921905363563,49.00005470270597,4.835050108180734,3.688888888888889,3.688888888888889,4.688888888888889,3.0166666666666666,3.0166666666666666,3.688888888888889,3.0166666666666666,3.688888888888889,3.0166666666666666,3.688888888888889,11.766666666666667,11.766666666666667,3.688888888888889,7.0,7.0,363.6722222222222,7.0,7.0,7.0,7.0,7.0,7.0,7.0,360.0888888888889,360.0888888888889,7.0
1,0,0,1,5,47.583264913521056,48.55071057434272,49.527240797260674,48.507172391903104,52.43144736490452,4.916635398625953,48.48604740537495,46.0855127027227,48.417112913478846,47.006301500005065,15.861825554074548,48.99791878679517,5.022362418937544,3.838888888888889,3.838888888888889,5.083333333333333,3.055555555555556,3.055555555555556,3.838888888888889,3.055555555555556,3.838888888888889,3.055555555555556,3.838888888888889,12.8,12.8,3.838888888888889,6.0,6.0,362.1833333333333,7.0,7.0,6.0,7.0,6.0,7.0,6.0,359.4,359.4,6.0
1,0,0,1,5,47.42922142854805,48.24902846977794,48.74705558784847,48.29058689189903,55.88724158670326,4.91992427426744,48.854540783837805,46.621924146723664,48.33871017202792,46.91502586661954,10.574452391935935,47.95434500745387,4.783278226702048,3.611111111111111,3.611111111111111,5.033333333333333,3.033333333333333,3.033333333333333,3.611111111111111,3.033333333333333,3.611111111111111,3.033333333333333,3.611111111111111,8.338888888888889,8.338888888888889,3.611111111111111,6.5777777777777775,6.5777777777777775,363.0,7.0,7.0,6.5777777777777775,7.0,6.5777777777777775,7.0,6.5777777777777775,360.27222222222224,360.27222222222224,6.5777777777777775
1,0,0,1,10,45.50743771251291,45.153546611848135,47.78209024344075,46.02878280332477,50.546518558343,3.4853421340386324,45.109931474144105,46.740068130304,45.45115075857724,44.48975411670089,14.890768855318465,47.38073439833432,3.556827466682434,2.4277777777777776,2.4277777777777776,4.861111111111111,2.4277777777777776,2.4277777777777776,2.4277777777777776,2.4277777777777776,2.4277777777777776,2.4277777777777776,2.4277777777777776,18.711111111111112,18.711111111111112,2.4277777777777776,6.0,6.0,359.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,342.7333333333333,342.7333333333333,6.0
1,0,0,1,10,45.170390399856274,45.48074572019025,47.65494688309717,45.79828157072264,49.11568937611512,3.427099166035444,44.97711970123112,46.89252068717244,45.41984651692804,44.62172854491419,7.257917895346166,46.38785499442973,3.5867311558217514,2.3944444444444444,2.3944444444444444,4.172222222222223,2.3944444444444444,2.3944444444444444,2.3944444444444444,2.3944444444444444,2.3944444444444444,2.3944444444444444,2.3944444444444444,6.5777777777777775,6.5777777777777775,2.3944444444444444,6.0,6.0,362.23333333333335,7.0,7.0,6.0,7.0,6.0,7.0,6.0,345.0888888888889,345.0888888888889,6.0
1,0,0,1,10,45.23738522287428,45.08476757133371,47.77890760457225,45.69021290846248,48.9364269224688,3.4751058507003134,44.875471362868296,46.40886989647414,45.40988682355738,44.23166092204735,7.561811429105227,46.452416089314845,3.4890265068698483,2.555555555555556,2.555555555555556,4.177777777777778,2.25,2.25,2.555555555555556,2.25,2.555555555555556,2.25,2.555555555555556,7.133333333333334,7.133333333333334,2.555555555555556,6.0,6.0,361.77777777777777,7.0,7.0,6.0,7.0,6.0,7.0,6.0,343.77777777777777,343.77777777777777,6.0
1,0,0,1,10,45.33881143034554,45.477664753168746,48.03300592146498,46.05164503876737,48.57189985738263,3.4774416722561377,44.98148523365577,46.86462223267503,45.3835597423146,44.41510338953079,7.633984648107019,47.031365883186886,3.599080728259627,2.2666666666666666,2.2666666666666666,4.822222222222222,2.25,2.25,2.2666666666666666,2.25,2.2666666666666666,2.25,2.2666666666666666,8.044444444444444,8.044444444444444,2.2666666666666666,6.0,6.0,359.3222222222222,6.322222222222222,6.322222222222222,6.0,6.322222222222222,6.0,6.322222222222222,6.0,343.01666666666665,343.01666666666665,6.0
1,0,0,1,10,45.27780145244951,45.13319222664373,47.89628959113472,45.47120854481541,48.62745781825982,3.457707801966795,45.03562033793272,46.748430883344085,45.426204121692784,44.6414551945243,7.329054545518918,46.55302171745743,3.551184376830223,2.411111111111111,2.411111111111111,3.988888888888889,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,2.411111111111111,6.533333333333333,6.533333333333333,2.411111111111111,6.0,6.0,360.0888888888889,7.0,7.0,6.0,7.0,6.0,7.0,6.0,343.9111111111111,343.9111111111111,6.0
7,1,0,0,1,45.990261718602525,45.318874959877846,47.07882476671494,45.89649095995507,49.196134291904805,3.0241827591485206,45.39001795972581,46.428366292915726,45.279682701131385,45.08148946010456,6.613967133210584,45.70926024144413,3.4187061287384872,8.283333333333333,8.283333333333333,3.333333333333333,4.95,4.95,8.283333333333333,4.95,8.283333333333333,4.95,8.283333333333333,12.572222222222225,12.572222222222225,8.283333333333333,7.0,7.0,367.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,372.0,372.0,7.0
7,1,0,0,1,46.01677445892495,45.40635177949648,47.05551811310363,45.22862743430635,49.22590563162876,3.037702744596542,45.06020945341637,46.474797631706345,45.25664913050417,44.99936953266788,6.748918434248863,45.77725518545927,3.3836703032325177,8.422222222222222,8.422222222222222,3.3,4.861111111111111,4.861111111111111,8.422222222222222,4.861111111111111,8.422222222222222,4.861111111111111,8.422222222222222,12.633333333333333,12.633333333333333,8.422222222222222,7.0,7.0,363.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,373.0,373.0,7.0
7,1,0,0,1,45.95672404226974,45.31531082615072,47.29347985156387,45.78173502673357,49.073090397111,3.107338747559248,45.85222813291088,46.608741370442594,45.30723127784182,44.94382539251496,6.5290927763463085,45.79696355285244,3.4578915629255653,8.6,8.6,6.888888888888889,5.088888888888889,5.088888888888889,8.6,5.088888888888889,8.6,5.088888888888889,8.6,12.52777777777778,12.52777777777778,8.6,7.0,7.0,363.44444444444446,8.0,8.0,7.0,8.0,7.0,8.0,7.0,373.0,373.0,7.0
7,1,0,0,1,46.04273386474404,45.32433080751806,46.96360517329415,45.78025648016288,49.09083601925982,3.046213267536249,45.5702412132329,46.40563767403364,45.2721545597442,44.89806410374176,6.549442065893106,45.79405070848264,3.408438440059803,8.566666666666666,8.566666666666666,3.488888888888889,4.844444444444444,4.844444444444444,8.566666666666666,4.844444444444444,8.566666666666666,4.844444444444444,8.566666666666666,13.033333333333331,13.033333333333331,8.566666666666666,7.0,7.0,367.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,372.4333333333333,372.4333333333333,7.0
7,1,0,0,1,46.17305154012939,45.49361472288744,47.141021459383765,45.69941974671868,48.85654686126815,3.048765113198156,44.942252346663736,46.38425325041882,45.29475499412049,45.13453308889034,6.648188466739764,45.77322108574873,3.446411906652092,8.394444444444444,8.394444444444444,3.9277777777777776,4.95,4.95,8.394444444444444,4.95,8.394444444444444,4.95,8.394444444444444,12.644444444444444,12.644444444444444,8.394444444444444,7.0,7.0,367.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,373.0,373.0,7.0
7,1,0,0,10,46.01314273419263,45.52666887726309,47.12225345449244,45.91408579356291,48.87912914714714,3.231924659297739,45.13748893502937,46.626939568717255,45.66773006167616,45.54742016598085,6.7426770656783885,46.112185130216645,3.531138882775145,8.227777777777778,8.227777777777778,3.261111111111111,4.777777777777778,4.777777777777778,8.227777777777778,4.777777777777778,8.227777777777778,4.777777777777778,8.227777777777778,12.694444444444445,12.694444444444445,8.227777777777778,7.0,7.0,366.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,348.1666666666667,348.1666666666667,7.0
7,1,0,0,10,46.02395413563742,45.55505678376664,46.99448557959032,45.577012051982415,49.11004412364517,3.2182306936471448,45.362959053086165,46.57211424860738,45.402989023102656,45.473651288653855,6.861684530748163,46.11998242556022,3.6255921552966432,8.516666666666667,8.516666666666667,3.533333333333333,4.988888888888889,4.988888888888889,8.516666666666667,4.988888888888889,8.516666666666667,4.988888888888889,8.516666666666667,12.738888888888887,12.738888888888887,8.516666666666667,7.0,7.0,366.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,349.0,349.0,7.0
